date,category,description,amount
2026-06-06,Зарплаты,Подработка — сезон,37126.36
2026-06-16,Логистика,Транспортировка со склада,31666.71
2026-04-25,Зарплаты,Премия квартальная,141620.63
2026-01-13,Аренда,Аренда шоурума,77180.69
2026-03-30,Логистика,Доставка СДЭК,3575.01
2026-04-02,Логистика,Доставка СДЭК,6625.7
2026-04-27,IT,Хостинг сайта,20709.73
2026-02-02,Офис,Подарки сотрудникам,7809.9
2026-05-19,Офис,Вода и кофе,463500.0
2026-01-03,Аренда,Коммунальные услуги склад,75001.78
2026-06-18,Маркетинг,Промо-акция,115827.88
2026-03-19,Зарплаты,Оклад — бухгалтер,125606.05
2026-02-26,Зарплаты,Оклад — менеджер,158081.95
2026-06-03,Зарплаты,Подработка — сезон,145029.58
2026-03-17,Закупка товара,Закупка — расходники упаковка,263006.06
2026-01-07,IT,Облачное хранилище,70885.75
2026-05-26,Аренда,Аренда шоурума,147102.54
2026-02-11,Офис,Вода и кофе,7484.04
2026-01-05,Аренда,Аренда склада,67011.07
2026-01-18,IT,Облачное хранилище,1124.71
2026-06-11,IT,CRM — подписка,15255.47
2026-01-24,Маркетинг,Таргет ВКонтакте,108301.65
2026-03-23,IT,1С — обслуживание,12903.98
2026-06-06,Закупка товара,Закупка — образцы,213933.56
2026-03-07,Зарплаты,Подработка — сезон,63435.65
2026-05-09,Аренда,Аренда шоурума,121316.5
2026-01-17,Маркетинг,Реклама Telegram,50725.25
2026-04-26,Аренда,Аренда шоурума,34576.94
2026-02-22,Офис,Ремонт офиса,3954.58
2026-02-13,Офис,Ремонт офиса,14027.7
2026-06-13,Зарплаты,Премия квартальная,115083.94
2026-01-22,Зарплаты,Больничный,162268.6
2026-06-30,Логистика,Доставка Почта России,19198.32
2026-06-02,Закупка товара,Закупка — поставщик РФ,241500.5
2026-01-02,Закупка товара,Закупка — образцы,141210.34
2026-02-23,Зарплаты,Оклад — дизайнер,50550.06
2026-01-25,Закупка товара,Закупка — поставщик РФ,130073.6
2026-02-25,Маркетинг,Дизайн баннеров,18988.69
2026-05-19,Закупка товара,Закупка — новый поставщик,238577.06
2026-05-24,Зарплаты,Оклад — бухгалтер,139842.43
2026-05-20,Офис,Новогодний корпоратив,19000.14
2026-06-12,Аренда,Коммунальные услуги склад,155783.67
2026-01-22,Логистика,Курьерская служба,26229.0
2026-05-10,IT,Хостинг сайта,1423.52
2026-04-12,IT,Облачное хранилище,54524.51
2026-06-10,IT,Техподдержка,73824.37
2026-01-19,IT,Разработка сайта,42792.65
2026-03-29,Логистика,Курьерская служба,24209.94
2026-05-04,Зарплаты,Подработка — сезон,28864.89
2026-03-25,Зарплаты,Больничный,29448.5
2026-04-08,IT,Облачное хранилище,71280.96
2026-05-19,Аренда,Коммунальные услуги офис,225086.69
2026-05-15,Аренда,Парковка,172765.49
2026-03-08,IT,Облачное хранилище,34590.74
2026-04-16,Аренда,Аренда склада,163972.96
2026-03-29,IT,Разработка сайта,49430.09
2026-06-02,Логистика,Доставка по Москве,6453.49
2026-04-19,Логистика,Доставка СДЭК,29469.08
2026-03-05,IT,Хостинг сайта,60584.42
2026-03-04,Закупка товара,Закупка — поставщик РФ,142899.51
2026-02-10,Аренда,Коммунальные услуги офис,34324.53
2026-04-16,Маркетинг,Email-рассылка,114919.02
2026-01-12,IT,Хостинг сайта,79671.16
2026-02-12,Зарплаты,Оклад — менеджер,56762.14
2026-02-18,Логистика,Возврат товара — доставка,27799.65
2026-06-29,Аренда,Коммунальные услуги склад,81839.4
2026-03-02,Аренда,Коммунальные услуги склад,16073.96
2026-04-06,Зарплаты,Оклад — курьер,26178.8
2026-05-17,Маркетинг,Контент для соцсетей,14527.9
2026-02-19,Логистика,Доставка Boxberry,25200.94
2026-02-12,Маркетинг,Таргет ВКонтакте,43120.09
2026-04-18,Аренда,Коммунальные услуги офис,223233.24
2026-03-05,Офис,Вода и кофе,3179.55
2026-06-20,Офис,Ремонт офиса,12924.5
2026-06-15,Закупка товара,Закупка — поставщик РФ,97407.86
2026-05-13,IT,Техподдержка,30567.02
2026-06-12,Закупка товара,Закупка — поставщик РФ,154162.03
2026-01-05,IT,1С — обслуживание,52753.31
2026-03-01,Аренда,Парковка,163827.84
2026-05-22,Закупка товара,Закупка — новый поставщик,59606.75
2026-04-04,Офис,Вода и кофе,8789.43
2026-05-24,Аренда,Аренда шоурума,56187.84
2026-05-05,Закупка товара,Закупка — поставщик РФ,316835.86
2026-06-23,Маркетинг,SEO-продвижение,11643.35
2026-05-31,Логистика,Экспресс-доставка,22383.27
2026-01-04,IT,1С — обслуживание,33891.29
2026-03-02,Маркетинг,Таргет ВКонтакте,108680.69
2026-03-22,Офис,Ремонт офиса,18178.0
2026-05-22,Аренда,Парковка,158286.54
2026-04-20,Маркетинг,Контент для соцсетей,83648.7
2026-03-16,Зарплаты,Оклад — курьер,48730.12
2026-05-04,Маркетинг,Дизайн баннеров,70283.06
2026-04-09,Логистика,Курьерская служба,32984.81
2026-04-25,Зарплаты,Оклад — кладовщик,77910.33
2026-04-09,Зарплаты,Оклад — кладовщик,60621.14
2026-05-30,Аренда,Коммунальные услуги склад,60684.81
2026-06-05,Закупка товара,Сертификация товара,347336.21
2026-05-27,Аренда,Аренда шоурума,55046.53
2026-05-02,Маркетинг,Email-рассылка,93240.29
2026-02-27,Аренда,Аренда склада,141718.89
2026-01-01,Маркетинг,Реклама Telegram,61208.05
2026-04-30,Зарплаты,Премия квартальная,100450.25
2026-06-12,IT,Хостинг сайта,62016.95
2026-01-28,IT,Домен — продление,65606.21
2026-04-01,Зарплаты,Оклад — курьер,88609.96
2026-01-22,IT,Разработка сайта,16461.54
2026-06-03,Офис,Мебель,6595.59
2026-06-05,IT,Антивирус — лицензия,38542.98
2026-03-20,Закупка товара,Закупка — допартия,30913.52
2026-04-08,Маркетинг,SEO-продвижение,91993.35
2026-03-10,Офис,Новогодний корпоратив,14270.01
2026-02-16,Офис,Подарки сотрудникам,14110.88
2026-06-13,Офис,Мебель,674.82
2026-04-29,IT,Хостинг сайта,36819.49
2026-05-23,IT,Домен — продление,28659.01
2026-05-12,Маркетинг,Email-рассылка,136032.95
2026-03-30,IT,Облачное хранилище,61888.84
2026-06-13,Зарплаты,Премия квартальная,33194.02
2026-02-15,Маркетинг,Таргет ВКонтакте,48056.92
2026-04-06,Закупка товара,Закупка — поставщик РФ,25673.44
2026-02-13,Маркетинг,Блогер — интеграция,28736.93
2026-06-09,Закупка товара,Закупка — новый поставщик,282588.04
2026-03-26,Маркетинг,SEO-продвижение,82968.93
2026-04-08,Закупка товара,Закупка — допартия,272552.29
2026-05-31,IT,Облачное хранилище,29950.58
2026-02-22,Офис,Канцелярия,7805.34
2026-01-03,Офис,Ремонт офиса,19134.32
2026-05-01,Зарплаты,Оклад — бухгалтер,50885.2
2026-02-02,IT,1С — обслуживание,60140.07
